!Trace Data File
!Measurement: Smith Chart
!Data Points: 4000
#Freq/Hz  Real  Image
1000000  1.087742209  -0.174720153  
2000000  1.074851155  -0.249833956  
3000000  1.050020576  -0.330463290  
4000000  1.018471122  -0.413218439  
5000000  0.979250789  -0.495839268  
6000000  0.934504271  -0.575193226  
7000000  0.881962359  -0.651460111  
8000000  0.823214769  -0.723689139  
9000000  0.757698953  -0.791300595  
10000000  0.686417699  -0.853381574  
11000000  0.609958231  -0.909257829  
12000000  0.528601348  -0.958441317  
13000000  0.442476183  -1.000697255  
14000000  0.352636755  -1.035323977  
15000000  0.259924173  -1.062005520  
16000000  0.164687291  -1.080468059  
17000000  0.067538247  -1.090231419  
18000000  -0.030276500  -1.091427088  
19000000  -0.128281966  -1.083500862  
20000000  -0.225825667  -1.066724181  
21000000  -0.321617007  -1.041006207  
22000000  -0.414949864  -1.006372213  
23000000  -0.505188406  -0.963284850  
24000000  -0.590799034  -0.911546886  
25000000  -0.671740234  -0.851952732  
26000000  -0.746123254  -0.785262525  
27000000  -0.814255238  -0.711708248  
28000000  -0.874763191  -0.632532239  
29000000  -0.927650630  -0.548055172  
30000000  -0.972196341  -0.459234387  
31000000  -1.008387685  -0.367124140  
32000000  -1.035858512  -0.272044420  
33000000  -1.054315567  -0.174963176  
34000000  -1.063904762  -0.076501578  
35000000  -1.064298034  0.022119325  
36000000  -1.055632949  0.120171621  
37000000  -1.038119793  0.216351822  
38000000  -1.011949539  0.310176134  
39000000  -0.977445185  0.400965661  
40000000  -0.934808969  0.488136262  
41000000  -0.884800971  0.570307255  
42000000  -0.827517092  0.647730887  
43000000  -0.763512909  0.719525337  
44000000  -0.693837345  0.784812450  
45000000  -0.618406892  0.843392730  
46000000  -0.538624704  0.894397855  
47000000  -0.455128849  0.938099802  
48000000  -0.368594825  0.973799050  
49000000  -0.279696256  1.001612306  
50000000  -0.189140812  1.021463990  
51000000  -0.097665086  1.033088565  
52000000  -0.006072909  1.036830425  
53000000  0.085136190  1.032620549  
54000000  0.175392747  1.020595431  
55000000  0.263902992  1.001087666  
56000000  0.350016296  0.974150240  
57000000  0.433245808  0.939934373  
58000000  0.513084292  0.899012864  
59000000  0.588908017  0.851438582  
60000000  0.660267353  0.798103988  
61000000  0.726813197  0.738759637  
62000000  0.788139939  0.673923731  
63000000  0.843395472  0.604516149  
64000000  0.892823339  0.530564189  
65000000  0.935800731  0.452532828  
66000000  0.972271204  0.370927334  
67000000  1.001501799  0.286345273  
68000000  1.023354769  0.199510649  
69000000  1.037857056  0.111215062  
70000000  1.044661283  0.021434762  
71000000  1.043718815  -0.068826042  
72000000  1.035074592  -0.158640489  
73000000  1.018382192  -0.247195587  
74000000  0.994364500  -0.334003448  
75000000  0.962952793  -0.418324292  
76000000  0.924387753  -0.499978721  
77000000  0.878895521  -0.578191042  
78000000  0.826604068  -0.652265251  
79000000  0.767870486  -0.722010612  
80000000  0.703062117  -0.786252320  
81000000  0.632683098  -0.845040143  
82000000  0.557145774  -0.897670329  
83000000  0.476918519  -0.943403125  
84000000  0.392561108  -0.982106626  
85000000  0.304944128  -1.013040543  
86000000  0.214572459  -1.036173463  
87000000  0.122057259  -1.051266313  
88000000  0.028463911  -1.057814598  
89000000  -0.065903097  -1.055979371  
90000000  -0.159875065  -1.045447230  
91000000  -0.252795726  -1.026084304  
92000000  -0.343617409  -0.998442709  
93000000  -0.431882113  -0.962363899  
94000000  -0.516252398  -0.918331921  
95000000  -0.596348047  -0.866507769  
96000000  -0.671225786  -0.807714701  
97000000  -0.740245938  -0.742029905  
98000000  -0.803321004  -0.669958055  
99000000  -0.859131634  -0.592544079  
100000000  -0.907697260  -0.510601461  
101000000  -0.948070109  -0.424772471  
102000000  -0.980512261  -0.335822910  
103000000  -1.004833817  -0.244419724  
104000000  -1.020500779  -0.150761813  
105000000  -1.027558684  -0.055891454  
106000000  -1.025695086  0.038937129  
107000000  -1.015313983  0.132975444  
108000000  -0.996313035  0.225387111  
109000000  -0.968948960  0.315485746  
110000000  -0.933454752  0.402505487  
111000000  -0.890572727  0.485663801  
112000000  -0.839987814  0.564589620  
113000000  -0.782896876  0.638081372  
114000000  -0.719369948  0.706194103  
115000000  -0.650273502  0.767592847  
116000000  -0.576122463  0.822546601  
117000000  -0.497945487  0.870382667  
118000000  -0.416029245  0.910581172  
119000000  -0.331490964  0.943501055  
120000000  -0.244705305  0.968342483  
121000000  -0.156362966  0.985621691  
122000000  -0.067424335  0.994999349  
123000000  0.022035126  0.996876776  
124000000  0.110679932  0.990601659  
125000000  0.198435381  0.976929784  
126000000  0.284411818  0.955410540  
127000000  0.367858380  0.927228987  
128000000  0.448287278  0.891721964  
129000000  0.525276184  0.849889696  
130000000  0.598644555  0.801210701  
131000000  0.667251289  0.746665418  
132000000  0.730626285  0.686421692  
133000000  0.788685143  0.621301949  
134000000  0.840974391  0.551414788  
135000000  0.887089550  0.477397472  
136000000  0.926894248  0.399497956  
137000000  0.959997356  0.318235844  
138000000  0.986156821  0.233852312  
139000000  1.004607439  0.147063524  
140000000  1.015618563  0.058775272  
141000000  1.018749356  -0.030047819  
142000000  1.014152408  -0.118450649  
143000000  1.001919627  -0.205996022  
144000000  0.982265592  -0.292040020  
145000000  0.955180466  -0.376193225  
146000000  0.921082616  -0.458019912  
147000000  0.879760325  -0.536548495  
148000000  0.831718206  -0.611428618  
149000000  0.777117491  -0.682285368  
